customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST_00175,Female,1,No,No,1,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,Yes,No,No,Two year,No,Bank transfer,76.15,3114.45,No
CUST_00176,Male,0,No,Yes,60,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No internet service,Yes,One year,No,Credit card,83.7,4102.84,Yes
CUST_00177,Male,0,Yes,No,57,Yes,No phone service,Fiber optic,Yes,No internet service,No,No internet service,No internet service,No internet service,One year,Yes,Credit card,117.25,2223.1,No
CUST_00178,Male,1,Yes,No,59,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No,No internet service,No,One year,Yes,Bank transfer,26.83,4283.67,No
CUST_00179,Male,1,Yes,No,39,Yes,Yes,DSL,No internet service,Yes,Yes,Yes,No,No internet service,One year,No,Mailed check,61.79,7072.65,No
CUST_00180,Male,1,Yes,No,35,Yes,No phone service,Fiber optic,No,No,Yes,No,No internet service,No,One year,No,Electronic check,44.59,7561.06,No
CUST_00181,Male,0,Yes,Yes,36,Yes,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer,67.67,894.4,Yes
CUST_00182,Female,0,Yes,Yes,17,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No internet service,Yes,Yes,One year,No,Credit card,112.05,2247.58,No
CUST_00183,Male,0,No,No,62,Yes,No,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,No,Bank transfer,92.4,7835.16,No
CUST_00184,Male,1,No,No,21,Yes,Yes,No,Yes,Yes,No,Yes,No internet service,No,One year,Yes,Credit card,86.19,2236.31,No
CUST_00185,Male,0,No,No,10,Yes,No phone service,Fiber optic,No internet service,No,Yes,No,Yes,No internet service,Month-to-month,No,Bank transfer,64.12,5572.39,No
CUST_00186,Female,0,Yes,No,57,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No,Yes,No internet service,One year,No,Mailed check,87.11,2102.28,No
CUST_00187,Male,0,No,No,56,No,Yes,DSL,No,No,No,No internet service,No internet service,Yes,One year,No,Credit card,23.24,2915.29,No
CUST_00188,Male,0,No,No,3,Yes,Yes,No,Yes,No,No,No internet service,Yes,No,One year,Yes,Bank transfer,78.62,1611.1,No
CUST_00189,Female,0,No,No,6,Yes,No phone service,DSL,Yes,No,Yes,No internet service,No internet service,Yes,One year,Yes,Mailed check,75.38,6864.77,Yes
CUST_00190,Male,0,No,Yes,60,Yes,No phone service,DSL,Yes,No,No internet service,No internet service,No internet service,No,Two year,No,Mailed check,54.66,7072.93,No
CUST_00191,Male,0,No,No,53,No,Yes,DSL,Yes,No internet service,No,No internet service,Yes,No,One year,Yes,Electronic check,40.15,2445.61,No
CUST_00192,Male,0,Yes,No,67,Yes,No,No,No internet service,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Credit card,100.76,6606.36,Yes
CUST_00193,Male,0,Yes,No,0,Yes,Yes,DSL,No,No,Yes,No,Yes,No internet service,Two year,Yes,Electronic check,25.39,2930.11,No
CUST_00194,Male,0,No,Yes,54,Yes,No,DSL,No,No internet service,No internet service,No internet service,Yes,Yes,Two year,No,Mailed check,26.97,882.25,No
CUST_00195,Female,0,No,No,2,Yes,Yes,DSL,No internet service,No,Yes,No,Yes,No,One year,Yes,Electronic check,64.05,6088.8,Yes
CUST_00196,Female,0,No,No,37,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,45.26,4811.93,Yes
CUST_00197,Female,0,Yes,No,0,Yes,Yes,DSL,No,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer,94.55,2267.62,Yes
CUST_00198,Male,0,Yes,No,37,Yes,No phone service,No,No,No internet service,Yes,No,No,No internet service,Two year,No,Electronic check,83.42,2098.7,No
CUST_00199,Male,0,No,No,28,No,No,No,No internet service,Yes,No internet service,No,No internet service,No,Month-to-month,Yes,Mailed check,97.25,7807.42,No
CUST_00200,Male,0,Yes,No,4,Yes,No,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,Yes,One year,Yes,Electronic check,52.47,6913.76,No
CUST_00201,Female,0,Yes,Yes,20,Yes,Yes,No,No,Yes,Yes,No,Yes,No internet service,One year,No,Credit card,94.05,6497.41,Yes
CUST_00202,Male,0,No,No,70,Yes,No phone service,No,Yes,No internet service,No internet service,No internet service,Yes,Yes,One year,Yes,Bank transfer,106.23,1111.34,No
CUST_00203,Male,0,Yes,Yes,66,Yes,No phone service,Fiber optic,No,No internet service,No,No internet service,No internet service,No internet service,One year,Yes,Mailed check,54.53,6065.98,No
CUST_00204,Female,0,Yes,No,46,Yes,No,DSL,No internet service,Yes,No internet service,No internet service,No,No,One year,Yes,Electronic check,53.99,1794.87,No
CUST_00205,Male,1,No,No,34,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,Yes,No,No,Two year,No,Credit card,110.0,7821.37,No
CUST_00206,Female,0,Yes,Yes,67,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,Yes,Yes,One year,No,Mailed check,24.98,511.5,No
CUST_00207,Female,1,Yes,No,68,Yes,No,DSL,No,No internet service,Yes,No,Yes,No,One year,Yes,Electronic check,55.02,2881.89,No
CUST_00208,Female,0,No,Yes,0,Yes,No,No,No internet service,Yes,Yes,No internet service,Yes,No internet service,Two year,Yes,Bank transfer,31.87,3486.32,No
CUST_00209,Male,0,Yes,No,67,No,No phone service,Fiber optic,No internet service,Yes,Yes,No internet service,Yes,No,Two year,Yes,Electronic check,22.9,6611.2,No
CUST_00210,Male,0,Yes,No,11,Yes,No,No,No internet service,No internet service,No,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,31.29,6153.16,Yes
CUST_00211,Male,0,No,No,59,Yes,No,No,No,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,63.12,3062.44,No
CUST_00212,Male,0,No,Yes,26,Yes,Yes,DSL,Yes,No internet service,No,No,No internet service,No,Month-to-month,Yes,Mailed check,88.7,4567.93,No
CUST_00213,Male,0,No,No,55,Yes,No,No,No internet service,Yes,Yes,Yes,Yes,No internet service,One year,No,Credit card,48.93,6701.2,Yes
CUST_00214,Male,0,Yes,No,22,Yes,No,Fiber optic,Yes,No internet service,No internet service,No,No,No internet service,One year,Yes,Electronic check,104.97,243.78,No
CUST_00215,Male,1,No,No,24,Yes,Yes,No,No,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,63.76,6437.21,No
CUST_00216,Female,1,Yes,No,20,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,116.82,7580.48,Yes
CUST_00217,Male,1,No,Yes,60,Yes,No phone service,DSL,No internet service,No internet service,No,Yes,Yes,Yes,One year,No,Bank transfer,115.42,353.31,No
CUST_00218,Female,0,Yes,No,62,Yes,No,Fiber optic,No internet service,Yes,Yes,No internet service,No internet service,No,One year,Yes,Credit card,97.33,460.09,No
CUST_00219,Male,0,No,Yes,51,Yes,No phone service,No,No internet service,No,No internet service,Yes,Yes,Yes,Month-to-month,No,Credit card,113.24,2821.66,No
CUST_00220,Male,1,No,No,24,Yes,No phone service,DSL,No internet service,Yes,Yes,Yes,Yes,No internet service,Two year,Yes,Bank transfer,90.71,793.38,Yes
CUST_00221,Male,0,No,No,54,Yes,Yes,No,No internet service,No internet service,Yes,No internet service,Yes,No,Month-to-month,Yes,Credit card,109.56,3886.28,No
CUST_00222,Female,0,No,Yes,45,Yes,No phone service,Fiber optic,No internet service,No,Yes,No internet service,No,No,One year,Yes,Bank transfer,43.65,5856.81,Yes
CUST_00223,Female,0,Yes,Yes,31,Yes,No,No,No,No,No internet service,No,No internet service,No,Month-to-month,Yes,Mailed check,54.54,4578.5,No
CUST_00224,Female,0,No,Yes,54,Yes,Yes,No,No,No internet service,No,No,No,No,Two year,Yes,Mailed check,95.29,1651.81,Yes
CUST_00225,Female,1,No,No,4,Yes,No,DSL,No,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,Credit card,62.46,5273.01,No
CUST_00226,Male,0,Yes,No,35,Yes,No,No,Yes,No internet service,No,Yes,No,No internet service,Two year,No,Mailed check,103.73,5510.35,Yes
CUST_00227,Female,0,No,No,48,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Mailed check,107.76,7466.32,Yes
CUST_00228,Male,0,Yes,Yes,57,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Mailed check,49.97,1259.7,Yes
CUST_00229,Male,0,No,Yes,38,Yes,Yes,No,Yes,Yes,No internet service,Yes,No,Yes,Two year,Yes,Electronic check,102.35,5569.46,No
CUST_00230,Female,0,No,No,60,Yes,No,Fiber optic,Yes,No internet service,Yes,No,No internet service,No internet service,One year,No,Mailed check,35.43,7300.28,No
CUST_00231,Female,1,No,Yes,8,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No,No internet service,No,One year,Yes,Electronic check,53.42,4062.36,Yes
CUST_00232,Female,0,Yes,No,5,Yes,No phone service,No,No internet service,Yes,Yes,Yes,No,No internet service,Month-to-month,No,Bank transfer,71.8,2958.22,No
CUST_00233,Female,0,No,No,34,Yes,No,DSL,Yes,No,Yes,No internet service,No internet service,Yes,One year,Yes,Bank transfer,42.64,1448.92,Yes
CUST_00234,Female,0,No,No,38,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer,77.93,6947.62,No
CUST_00235,Female,1,No,No,21,Yes,No,Fiber optic,No,No,No internet service,Yes,No internet service,No,One year,No,Bank transfer,77.87,3214.55,Yes
CUST_00236,Female,0,Yes,No,40,Yes,No,No,Yes,No internet service,No internet service,No,No internet service,No,Month-to-month,No,Bank transfer,40.69,7406.57,No
CUST_00237,Female,1,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,Yes,No internet service,Yes,Two year,Yes,Mailed check,99.56,6797.29,No
CUST_00238,Male,0,No,Yes,41,No,Yes,No,Yes,Yes,No internet service,Yes,No,No,One year,No,Mailed check,83.16,3075.45,No
CUST_00239,Female,0,Yes,Yes,66,Yes,No phone service,No,No,Yes,No internet service,No,No internet service,No internet service,One year,No,Mailed check,51.78,4633.92,No
CUST_00240,Female,0,No,No,29,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer,43.22,314.67,Yes
CUST_00241,Male,0,No,Yes,56,No,No phone service,No,No internet service,Yes,No internet service,Yes,No,No internet service,Two year,Yes,Bank transfer,107.88,2179.45,No
CUST_00242,Female,0,No,No,28,Yes,Yes,DSL,No internet service,No internet service,Yes,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,103.57,5711.16,Yes
CUST_00243,Male,0,No,No,36,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No internet service,No,Yes,Two year,No,Credit card,42.98,5455.5,No
CUST_00244,Male,0,No,No,12,Yes,Yes,DSL,Yes,No,No internet service,No,No internet service,No internet service,Two year,Yes,Mailed check,23.56,2891.62,Yes
CUST_00245,Female,1,No,No,31,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card,100.45,6488.0,Yes
CUST_00246,Male,0,No,Yes,45,Yes,No,No,Yes,No internet service,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer,81.55,1963.1,Yes
CUST_00247,Male,0,Yes,No,22,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No internet service,No,Yes,Month-to-month,No,Bank transfer,30.09,3744.04,No
CUST_00248,Male,1,Yes,No,44,Yes,Yes,DSL,No internet service,No,Yes,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer,78.74,3832.99,No
CUST_00249,Male,0,Yes,Yes,16,Yes,No,No,No,No,No,No,No,No internet service,Two year,No,Credit card,65.22,2792.45,No
CUST_00250,Female,0,Yes,Yes,65,No,Yes,No,No internet service,Yes,Yes,No internet service,No,Yes,Month-to-month,No,Electronic check,97.46,7641.86,Yes
CUST_00251,Male,1,Yes,No,5,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No internet service,No,Two year,No,Bank transfer,40.91,5603.8,No
CUST_00252,Female,0,Yes,No,17,Yes,No,DSL,Yes,No internet service,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,65.32,4359.67,No
CUST_00253,Male,0,Yes,No,21,Yes,Yes,DSL,No internet service,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,35.62,4133.07,No
CUST_00254,Male,0,No,No,32,Yes,No,DSL,Yes,No,No internet service,No internet service,No,Yes,One year,Yes,Mailed check,115.75,1358.44,Yes
CUST_00255,Male,0,No,No,29,Yes,No,No,Yes,No,No internet service,Yes,Yes,No,Month-to-month,No,Credit card,97.87,3040.28,No
CUST_00256,Male,0,No,No,31,No,No,Fiber optic,No internet service,Yes,No internet service,No,No,No,One year,Yes,Bank transfer,93.67,5414.91,No
CUST_00257,Female,0,No,No,41,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,No,Yes,One year,Yes,Electronic check,89.02,7404.1,No
CUST_00258,Female,1,Yes,No,9,Yes,No,DSL,No,Yes,No internet service,No,Yes,No,Two year,No,Credit card,62.33,6550.07,Yes
CUST_00259,Male,0,Yes,No,35,Yes,Yes,No,No internet service,Yes,Yes,No internet service,No,No,Month-to-month,No,Credit card,112.33,2473.08,Yes
CUST_00260,Male,0,No,No,33,Yes,No,DSL,No,Yes,Yes,No internet service,Yes,No,Month-to-month,Yes,Bank transfer,27.29,3528.26,Yes
CUST_00261,Female,0,No,No,27,No,No,Fiber optic,Yes,No internet service,No internet service,Yes,No,Yes,Month-to-month,No,Mailed check,100.33,755.05,No
CUST_00262,Male,0,Yes,No,10,Yes,No phone service,No,Yes,Yes,No internet service,Yes,Yes,Yes,One year,Yes,Mailed check,41.52,907.16,No
CUST_00263,Male,0,No,No,38,Yes,No phone service,DSL,No internet service,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,52.4,3814.82,No
CUST_00264,Male,0,No,No,46,Yes,No phone service,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Mailed check,71.94,4288.73,No
CUST_00265,Female,0,No,No,18,Yes,Yes,No,No internet service,No,Yes,No internet service,No,Yes,Two year,No,Mailed check,98.27,2185.81,No
CUST_00266,Female,0,No,No,14,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,Yes,No,No,Month-to-month,No,Mailed check,103.85,5177.98,No
CUST_00267,Female,1,Yes,No,27,Yes,No,No,No internet service,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card,78.37,5656.71,No
CUST_00268,Male,0,No,Yes,23,Yes,No,DSL,No internet service,No internet service,Yes,Yes,Yes,No,Two year,Yes,Bank transfer,60.3,2463.02,No
CUST_00269,Male,1,No,No,71,Yes,No,DSL,No internet service,Yes,Yes,No,No internet service,Yes,Two year,Yes,Credit card,114.65,6091.56,No
CUST_00270,Female,0,Yes,Yes,8,Yes,No,DSL,No,No,No,Yes,No,No internet service,One year,Yes,Credit card,44.65,1724.28,No
CUST_00271,Female,1,Yes,No,46,Yes,Yes,DSL,No internet service,Yes,No internet service,Yes,No,No internet service,Two year,No,Bank transfer,100.31,4399.59,No
CUST_00272,Female,0,No,No,32,Yes,No,Fiber optic,No,Yes,No internet service,No,Yes,Yes,One year,Yes,Credit card,81.2,6453.82,No
CUST_00273,Female,0,Yes,No,61,Yes,No,Fiber optic,Yes,Yes,No,No,No,No internet service,Two year,Yes,Electronic check,57.69,4342.37,No
CUST_00274,Male,0,No,No,18,Yes,No phone service,DSL,No internet service,No internet service,No internet service,Yes,No,No,One year,No,Electronic check,20.14,7272.91,Yes
CUST_00275,Female,0,No,No,66,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,No,Yes,Two year,Yes,Credit card,64.66,562.16,No
CUST_00276,Male,0,Yes,No,39,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Mailed check,47.67,4747.68,Yes
CUST_00277,Female,0,No,No,46,Yes,No,Fiber optic,No,Yes,No,No internet service,No internet service,No,Two year,Yes,Credit card,30.43,4537.87,Yes
CUST_00278,Male,0,No,No,64,Yes,Yes,DSL,No,No internet service,No,No,No internet service,No,Two year,Yes,Mailed check,27.52,5316.79,No
CUST_00279,Female,0,No,Yes,28,Yes,No phone service,No,No,No internet service,No internet service,No internet service,No,Yes,Month-to-month,Yes,Credit card,54.76,6683.91,No
CUST_00280,Female,0,No,Yes,49,Yes,No,No,Yes,No internet service,No internet service,Yes,No,No,Month-to-month,No,Electronic check,81.48,5834.24,No
CUST_00281,Female,0,Yes,No,12,Yes,No,No,No internet service,Yes,No internet service,Yes,No,Yes,Month-to-month,No,Mailed check,103.75,6343.23,No
CUST_00282,Female,0,Yes,No,0,Yes,No phone service,DSL,Yes,No,Yes,No internet service,No internet service,No,Month-to-month,No,Electronic check,38.36,2381.65,Yes
CUST_00283,Male,0,No,Yes,33,No,No,Fiber optic,No,No,Yes,No,No internet service,Yes,One year,No,Credit card,62.46,3161.23,Yes
CUST_00284,Female,0,Yes,Yes,47,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer,59.2,5051.54,No
CUST_00285,Male,1,No,Yes,47,Yes,No,DSL,No,Yes,No,No internet service,Yes,No,Two year,No,Mailed check,71.34,4472.35,No
CUST_00286,Male,0,No,No,48,Yes,Yes,DSL,No,No,No internet service,No,No,No internet service,Two year,No,Mailed check,100.96,7692.72,Yes
CUST_00287,Male,0,No,No,63,Yes,Yes,No,No,No,No,No internet service,No,No internet service,Two year,No,Credit card,75.36,1575.99,No
CUST_00288,Male,0,No,No,60,Yes,No,No,No internet service,No,No,No,No internet service,No internet service,One year,No,Credit card,104.67,2875.1,No
CUST_00289,Female,1,No,Yes,28,Yes,No phone service,DSL,No internet service,Yes,No,No,No,No,Two year,No,Mailed check,71.86,4624.77,No
CUST_00290,Male,0,Yes,No,38,No,Yes,No,No,No,No internet service,No,No,Yes,Two year,No,Bank transfer,80.38,6956.91,No
CUST_00291,Male,0,No,Yes,25,Yes,No phone service,Fiber optic,Yes,No,Yes,No,No internet service,No,One year,No,Credit card,63.74,7441.85,No
CUST_00292,Male,0,Yes,Yes,16,Yes,No,DSL,Yes,Yes,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card,102.31,2754.69,No
CUST_00293,Female,0,Yes,No,70,Yes,Yes,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No,One year,Yes,Credit card,112.38,630.16,No
CUST_00294,Female,0,No,Yes,12,Yes,No,Fiber optic,No,No,No,No internet service,No internet service,No internet service,One year,No,Bank transfer,83.91,3430.8,Yes
CUST_00295,Female,1,No,Yes,68,Yes,No phone service,Fiber optic,Yes,No internet service,No,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,102.08,3215.32,No
CUST_00296,Female,1,No,Yes,25,Yes,No,Fiber optic,No,No,No,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,25.9,7893.25,No
CUST_00297,Male,0,No,Yes,48,Yes,No,No,Yes,Yes,Yes,No,No internet service,Yes,One year,No,Credit card,110.61,3505.38,Yes
CUST_00298,Male,0,No,Yes,66,Yes,Yes,DSL,No internet service,No internet service,Yes,Yes,No,No internet service,One year,No,Bank transfer,38.89,2515.21,Yes
CUST_00299,Female,1,Yes,No,6,Yes,No,No,No,No internet service,Yes,Yes,No,No internet service,Month-to-month,Yes,Mailed check,45.65,2986.48,No
CUST_00300,Male,0,No,No,57,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,No,No,Two year,Yes,Mailed check,25.33,3235.72,No
CUST_00301,Male,0,No,No,48,Yes,No,No,Yes,No internet service,No,No internet service,Yes,No internet service,Two year,No,Bank transfer,116.54,6590.17,No
CUST_00302,Male,0,Yes,No,52,Yes,Yes,Fiber optic,Yes,No,No internet service,Yes,No internet service,No,Two year,Yes,Credit card,105.2,740.02,Yes
CUST_00303,Female,0,Yes,Yes,64,Yes,No phone service,No,Yes,No,Yes,No,No internet service,No internet service,One year,No,Electronic check,111.32,2600.41,No
CUST_00304,Female,0,No,No,61,Yes,No phone service,No,No,No internet service,No,No internet service,Yes,Yes,Month-to-month,Yes,Credit card,104.72,7733.92,No
CUST_00305,Male,0,Yes,No,16,Yes,No,Fiber optic,No internet service,No,Yes,No,No internet service,Yes,Two year,Yes,Mailed check,67.95,1309.51,Yes
CUST_00306,Female,1,No,Yes,42,Yes,Yes,No,No internet service,No internet service,No,Yes,No,No internet service,Month-to-month,Yes,Electronic check,112.41,5966.55,No
CUST_00307,Female,1,Yes,No,24,Yes,No,DSL,Yes,No internet service,No,Yes,Yes,No,Month-to-month,No,Credit card,116.95,2915.51,Yes
CUST_00308,Female,0,Yes,Yes,2,Yes,No phone service,No,No internet service,Yes,No internet service,No internet service,No internet service,No,One year,Yes,Electronic check,70.26,4696.11,Yes
CUST_00309,Female,0,No,No,28,Yes,Yes,No,Yes,No internet service,No internet service,No,Yes,No,Two year,Yes,Bank transfer,37.56,886.43,No
CUST_00310,Female,1,Yes,No,31,Yes,No phone service,DSL,No internet service,No,Yes,No internet service,Yes,No internet service,Month-to-month,No,Credit card,85.86,2520.65,No
CUST_00311,Male,1,Yes,No,25,No,No phone service,Fiber optic,No,No internet service,No internet service,Yes,No internet service,No internet service,One year,Yes,Mailed check,117.54,4056.83,Yes
CUST_00312,Female,0,Yes,No,15,Yes,Yes,DSL,Yes,Yes,No internet service,No,No,Yes,One year,No,Mailed check,107.21,1930.44,No
CUST_00313,Male,1,Yes,No,24,Yes,Yes,No,No internet service,No,No internet service,No internet service,No internet service,Yes,One year,No,Electronic check,106.18,4380.77,Yes
CUST_00314,Male,1,Yes,No,53,Yes,No,Fiber optic,No,Yes,No,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer,113.38,1836.1,Yes
CUST_00315,Female,0,Yes,Yes,27,Yes,No,No,No internet service,Yes,No internet service,No internet service,No,Yes,Two year,No,Credit card,109.4,5235.79,No
CUST_00316,Male,0,No,Yes,55,Yes,No phone service,No,No,No internet service,Yes,Yes,No internet service,No,One year,Yes,Bank transfer,97.63,7244.4,No
CUST_00317,Male,0,No,No,64,Yes,Yes,DSL,No,Yes,No,No internet service,No internet service,No,Two year,Yes,Bank transfer,91.83,775.36,Yes
CUST_00318,Male,0,Yes,No,40,Yes,Yes,DSL,No internet service,Yes,No,No,No internet service,No internet service,Two year,No,Electronic check,46.48,1811.27,No
CUST_00319,Female,0,No,No,50,Yes,No,Fiber optic,No internet service,No,No internet service,No internet service,Yes,No,Month-to-month,Yes,Electronic check,82.13,6770.94,Yes
CUST_00320,Female,1,No,No,70,Yes,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No internet service,One year,Yes,Credit card,72.15,5089.27,No
CUST_00321,Male,0,No,No,28,Yes,No phone service,Fiber optic,No,No internet service,Yes,No internet service,Yes,No,One year,No,Mailed check,106.19,721.8,No
CUST_00322,Female,0,Yes,No,18,Yes,No,No,No,No internet service,Yes,Yes,No internet service,No internet service,Two year,No,Credit card,69.17,3942.17,No
CUST_00323,Female,0,No,No,65,Yes,Yes,DSL,Yes,No internet service,No,Yes,No,No,One year,Yes,Bank transfer,32.77,1757.09,Yes
CUST_00324,Female,0,Yes,No,40,Yes,No,DSL,No,Yes,No internet service,No,Yes,No,One year,No,Electronic check,20.5,1672.86,No
CUST_00325,Female,1,No,No,44,Yes,No,DSL,Yes,No,No internet service,No,No,Yes,One year,No,Bank transfer,87.79,7531.1,No
CUST_00326,Male,0,Yes,No,14,Yes,No,Fiber optic,No,No internet service,No,No internet service,No internet service,Yes,Two year,No,Electronic check,74.99,6116.18,No
CUST_00327,Male,0,Yes,Yes,2,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,53.1,5600.22,No
CUST_00328,Female,0,No,No,10,Yes,Yes,DSL,No,No internet service,No,Yes,No internet service,Yes,Two year,Yes,Bank transfer,36.9,1987.54,No
CUST_00329,Female,0,No,Yes,52,No,No,DSL,No,No internet service,No internet service,No,No,Yes,Month-to-month,Yes,Electronic check,66.67,1036.73,No
CUST_00330,Male,0,Yes,Yes,45,Yes,Yes,Fiber optic,No,No,No internet service,No,Yes,Yes,One year,No,Credit card,30.03,6979.58,No
CUST_00331,Male,0,No,Yes,29,Yes,No,DSL,No internet service,No internet service,No,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card,53.61,146.45,No
CUST_00332,Female,0,No,No,56,Yes,No phone service,Fiber optic,No internet service,No,Yes,Yes,Yes,No internet service,Two year,No,Credit card,57.92,3165.96,No
CUST_00333,Male,0,No,No,17,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer,66.56,2293.14,No
CUST_00334,Female,0,Yes,Yes,50,No,No phone service,DSL,Yes,No internet service,Yes,No internet service,No,No internet service,One year,Yes,Electronic check,66.66,4605.97,No
CUST_00335,Female,0,Yes,No,47,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,45.7,2079.02,No
CUST_00336,Male,1,No,No,65,Yes,No,Fiber optic,No,Yes,No,Yes,No internet service,No internet service,Two year,Yes,Electronic check,105.02,2558.52,No
CUST_00337,Male,0,No,No,7,Yes,No,Fiber optic,No internet service,Yes,No,No,Yes,No,Two year,Yes,Bank transfer,55.55,6815.31,No
CUST_00338,Female,0,No,Yes,21,Yes,Yes,DSL,Yes,No internet service,Yes,No internet service,No,No internet service,Month-to-month,No,Electronic check,42.96,4865.19,No
CUST_00339,Female,0,Yes,No,5,Yes,No phone service,No,No internet service,No,Yes,No,Yes,No internet service,Two year,No,Mailed check,37.58,1250.89,No
CUST_00340,Male,0,Yes,No,56,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer,52.26,5839.13,No
CUST_00341,Female,0,No,Yes,35,No,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,No,Mailed check,26.76,1738.93,No
CUST_00342,Male,0,No,Yes,56,Yes,No,DSL,No internet service,No,No internet service,No internet service,No internet service,Yes,One year,Yes,Mailed check,23.29,3520.74,No
CUST_00343,Female,1,No,No,48,Yes,No phone service,No,Yes,Yes,No,No internet service,Yes,No internet service,One year,Yes,Credit card,80.51,5208.2,No
CUST_00344,Male,0,No,No,44,Yes,No,DSL,No,No,Yes,No internet service,Yes,No internet service,One year,Yes,Bank transfer,81.91,2248.24,Yes
CUST_00345,Male,0,No,No,65,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,Yes,No,One year,No,Electronic check,72.96,3134.44,No
CUST_00346,Male,0,No,No,44,No,No,Fiber optic,No,No,Yes,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,96.23,5899.78,No
CUST_00347,Female,1,Yes,No,19,No,No phone service,DSL,No internet service,No internet service,No,No,No internet service,No internet service,One year,Yes,Bank transfer,23.92,7509.5,No
CUST_00348,Female,0,No,No,63,Yes,No,DSL,No internet service,Yes,No,No internet service,No,No,Month-to-month,Yes,Electronic check,113.6,4281.04,Yes
CUST_00349,Male,0,Yes,Yes,66,Yes,No phone service,No,No,No,Yes,No internet service,No,Yes,One year,Yes,Credit card,29.51,178.77,No
CUST_00350,Female,0,No,No,2,Yes,No phone service,No,No internet service,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer,87.4,2773.86,No
